domain,date,records
Condition occurrence,2005-06-01T00:00:00Z,7
Condition occurrence,2005-07-01T00:00:00Z,3
Condition occurrence,2005-08-01T00:00:00Z,7
Condition occurrence,2005-09-01T00:00:00Z,5
Condition occurrence,2005-10-01T00:00:00Z,9
Condition occurrence,2005-11-01T00:00:00Z,6
Condition occurrence,2005-12-01T00:00:00Z,3
Condition occurrence,2006-01-01T00:00:00Z,4
Condition occurrence,2006-02-01T00:00:00Z,7
Condition occurrence,2006-03-01T00:00:00Z,8
Condition occurrence,2006-04-01T00:00:00Z,5
Condition occurrence,2006-05-01T00:00:00Z,3
Condition occurrence,2006-06-01T00:00:00Z,7
Condition occurrence,2006-07-01T00:00:00Z,6
Condition occurrence,2006-08-01T00:00:00Z,5
Condition occurrence,2006-09-01T00:00:00Z,4
Condition occurrence,2006-10-01T00:00:00Z,5
Condition occurrence,2006-11-01T00:00:00Z,3
Condition occurrence,2006-12-01T00:00:00Z,8
Condition occurrence,2007-01-01T00:00:00Z,4
Condition occurrence,2007-02-01T00:00:00Z,6
Condition occurrence,2007-03-01T00:00:00Z,4
Condition occurrence,2007-04-01T00:00:00Z,4
Condition occurrence,2007-05-01T00:00:00Z,2
Condition occurrence,2007-06-01T00:00:00Z,12
Condition occurrence,2007-07-01T00:00:00Z,6
Condition occurrence,2007-08-01T00:00:00Z,9
Condition occurrence,2007-09-01T00:00:00Z,9
Condition occurrence,2007-10-01T00:00:00Z,10
Condition occurrence,2007-11-01T00:00:00Z,7
Condition occurrence,2007-12-01T00:00:00Z,4
Condition occurrence,2008-01-01T00:00:00Z,10
Condition occurrence,2008-02-01T00:00:00Z,7
Condition occurrence,2008-03-01T00:00:00Z,3
Condition occurrence,2008-04-01T00:00:00Z,4
Condition occurrence,2008-05-01T00:00:00Z,7
Condition occurrence,2008-06-01T00:00:00Z,8
Condition occurrence,2008-07-01T00:00:00Z,6
Condition occurrence,2008-08-01T00:00:00Z,5
Condition occurrence,2008-09-01T00:00:00Z,6
Condition occurrence,2008-10-01T00:00:00Z,3
Condition occurrence,2008-11-01T00:00:00Z,3
Condition occurrence,2008-12-01T00:00:00Z,4
Condition occurrence,2009-01-01T00:00:00Z,10
Condition occurrence,2009-02-01T00:00:00Z,4
Condition occurrence,2009-03-01T00:00:00Z,5
Condition occurrence,2009-04-01T00:00:00Z,3
Condition occurrence,2009-05-01T00:00:00Z,7
Condition occurrence,2009-06-01T00:00:00Z,5
Condition occurrence,2009-07-01T00:00:00Z,7
Condition occurrence,2009-08-01T00:00:00Z,7
Condition occurrence,2009-09-01T00:00:00Z,13
Condition occurrence,2009-10-01T00:00:00Z,2
Condition occurrence,2009-11-01T00:00:00Z,2
Condition occurrence,2009-12-01T00:00:00Z,2
Condition occurrence,2010-01-01T00:00:00Z,1
Condition occurrence,2010-02-01T00:00:00Z,7
Condition occurrence,2010-03-01T00:00:00Z,7
Condition occurrence,2010-04-01T00:00:00Z,11
Condition occurrence,2010-05-01T00:00:00Z,4
Condition occurrence,2010-06-01T00:00:00Z,6
Condition occurrence,2010-07-01T00:00:00Z,9
Condition occurrence,2010-08-01T00:00:00Z,7
Condition occurrence,2010-09-01T00:00:00Z,3
Condition occurrence,2010-10-01T00:00:00Z,7
Condition occurrence,2010-11-01T00:00:00Z,10
Condition occurrence,2010-12-01T00:00:00Z,15
Condition occurrence,2011-01-01T00:00:00Z,3
Condition occurrence,2011-02-01T00:00:00Z,7
Condition occurrence,2011-03-01T00:00:00Z,3
Condition occurrence,2011-04-01T00:00:00Z,8
Condition occurrence,2011-05-01T00:00:00Z,10
Condition occurrence,2011-06-01T00:00:00Z,8
Condition occurrence,2011-07-01T00:00:00Z,6
Condition occurrence,2011-08-01T00:00:00Z,8
Condition occurrence,2011-09-01T00:00:00Z,9
Condition occurrence,2011-10-01T00:00:00Z,8
Condition occurrence,2011-11-01T00:00:00Z,5
Condition occurrence,2011-12-01T00:00:00Z,7
Condition occurrence,2012-01-01T00:00:00Z,10
Condition occurrence,2012-02-01T00:00:00Z,8
Condition occurrence,2012-03-01T00:00:00Z,12
Condition occurrence,2012-04-01T00:00:00Z,3
Condition occurrence,2012-05-01T00:00:00Z,8
Condition occurrence,2012-06-01T00:00:00Z,9
Condition occurrence,2012-07-01T00:00:00Z,6
Condition occurrence,2012-08-01T00:00:00Z,14
Condition occurrence,2012-09-01T00:00:00Z,7
Condition occurrence,2012-10-01T00:00:00Z,11
Condition occurrence,2012-11-01T00:00:00Z,6
Condition occurrence,2012-12-01T00:00:00Z,9
Condition occurrence,2013-01-01T00:00:00Z,9
Condition occurrence,2013-02-01T00:00:00Z,11
Condition occurrence,2013-03-01T00:00:00Z,6
Condition occurrence,2013-04-01T00:00:00Z,6
Condition occurrence,2013-05-01T00:00:00Z,9
Condition occurrence,2013-06-01T00:00:00Z,6
Condition occurrence,2013-07-01T00:00:00Z,4
Condition occurrence,2013-08-01T00:00:00Z,10
Condition occurrence,2013-09-01T00:00:00Z,8
Condition occurrence,2013-10-01T00:00:00Z,10
Condition occurrence,2013-11-01T00:00:00Z,8
Condition occurrence,2013-12-01T00:00:00Z,8
Condition occurrence,2014-01-01T00:00:00Z,14
Condition occurrence,2014-02-01T00:00:00Z,44
Condition occurrence,2014-03-01T00:00:00Z,6
Condition occurrence,2014-04-01T00:00:00Z,5
Condition occurrence,2014-05-01T00:00:00Z,7
Condition occurrence,2014-06-01T00:00:00Z,9
Condition occurrence,2014-07-01T00:00:00Z,5
Condition occurrence,2014-08-01T00:00:00Z,2
Condition occurrence,2014-09-01T00:00:00Z,7
Condition occurrence,2014-10-01T00:00:00Z,6
Condition occurrence,2014-11-01T00:00:00Z,4
Condition occurrence,2014-12-01T00:00:00Z,5
Condition occurrence,2015-01-01T00:00:00Z,4
Condition occurrence,2015-02-01T00:00:00Z,10
Condition occurrence,2015-03-01T00:00:00Z,7
Condition occurrence,2015-04-01T00:00:00Z,3
Condition occurrence,2015-05-01T00:00:00Z,8
Condition occurrence,2015-06-01T00:00:00Z,9
Condition occurrence,2015-07-01T00:00:00Z,6
Condition occurrence,2015-08-01T00:00:00Z,2
Condition occurrence,2015-09-01T00:00:00Z,4
Condition occurrence,2015-10-01T00:00:00Z,10
Condition occurrence,2015-11-01T00:00:00Z,10
Condition occurrence,2015-12-01T00:00:00Z,9
Condition occurrence,2016-01-01T00:00:00Z,6
Condition occurrence,2016-02-01T00:00:00Z,11
Condition occurrence,2016-03-01T00:00:00Z,6
Condition occurrence,2016-04-01T00:00:00Z,8
Condition occurrence,2016-05-01T00:00:00Z,8
Condition occurrence,2016-06-01T00:00:00Z,11
Condition occurrence,2016-07-01T00:00:00Z,10
Condition occurrence,2016-08-01T00:00:00Z,10
Condition occurrence,2016-09-01T00:00:00Z,9
Condition occurrence,2016-10-01T00:00:00Z,4
Condition occurrence,2016-11-01T00:00:00Z,11
Condition occurrence,2016-12-01T00:00:00Z,7
Condition occurrence,2017-01-01T00:00:00Z,8
Condition occurrence,2017-02-01T00:00:00Z,2
Condition occurrence,2017-03-01T00:00:00Z,12
Condition occurrence,2017-04-01T00:00:00Z,8
Condition occurrence,2017-05-01T00:00:00Z,10
Condition occurrence,2017-06-01T00:00:00Z,7
Condition occurrence,2017-07-01T00:00:00Z,7
Condition occurrence,2017-08-01T00:00:00Z,11
Condition occurrence,2017-09-01T00:00:00Z,6
Condition occurrence,2017-10-01T00:00:00Z,10
Condition occurrence,2017-11-01T00:00:00Z,7
Condition occurrence,2017-12-01T00:00:00Z,5
Condition occurrence,2018-01-01T00:00:00Z,13
Condition occurrence,2018-02-01T00:00:00Z,7
Condition occurrence,2018-03-01T00:00:00Z,6
Condition occurrence,2018-04-01T00:00:00Z,5
Condition occurrence,2018-05-01T00:00:00Z,8
Condition occurrence,2018-06-01T00:00:00Z,11
Condition occurrence,2018-07-01T00:00:00Z,3
Condition occurrence,2018-08-01T00:00:00Z,11
Condition occurrence,2018-09-01T00:00:00Z,5
Condition occurrence,2018-10-01T00:00:00Z,8
Condition occurrence,2018-11-01T00:00:00Z,9
Condition occurrence,2018-12-01T00:00:00Z,8
Condition occurrence,2019-01-01T00:00:00Z,5
Condition occurrence,2019-02-01T00:00:00Z,13
Condition occurrence,2019-03-01T00:00:00Z,10
Condition occurrence,2019-04-01T00:00:00Z,7
Condition occurrence,2019-05-01T00:00:00Z,12
Condition occurrence,2019-06-01T00:00:00Z,1
Condition occurrence,2019-07-01T00:00:00Z,8
Condition occurrence,2019-08-01T00:00:00Z,7
Condition occurrence,2019-09-01T00:00:00Z,7
Condition occurrence,2019-10-01T00:00:00Z,10
Condition occurrence,2019-11-01T00:00:00Z,7
Condition occurrence,2019-12-01T00:00:00Z,10
Condition occurrence,2020-01-01T00:00:00Z,8
Condition occurrence,2020-02-01T00:00:00Z,15
Condition occurrence,2020-03-01T00:00:00Z,12
Condition occurrence,2020-04-01T00:00:00Z,4
Condition occurrence,2020-05-01T00:00:00Z,11
Condition occurrence,2020-06-01T00:00:00Z,8
Condition occurrence,2020-07-01T00:00:00Z,20
Condition occurrence,2020-08-01T00:00:00Z,18
Condition occurrence,2020-09-01T00:00:00Z,12
Condition occurrence,2020-10-01T00:00:00Z,15
Condition occurrence,2020-11-01T00:00:00Z,14
Condition occurrence,2020-12-01T00:00:00Z,30
Condition occurrence,2021-01-01T00:00:00Z,32
Condition occurrence,2021-02-01T00:00:00Z,4
Condition occurrence,2021-03-01T00:00:00Z,10
Condition occurrence,2021-04-01T00:00:00Z,17
Condition occurrence,2021-05-01T00:00:00Z,14
Condition occurrence,2021-06-01T00:00:00Z,16
Condition occurrence,2021-07-01T00:00:00Z,10
Condition occurrence,2021-08-01T00:00:00Z,8
Condition occurrence,2021-09-01T00:00:00Z,5
Condition occurrence,2021-10-01T00:00:00Z,11
Condition occurrence,2021-11-01T00:00:00Z,15
Condition occurrence,2021-12-01T00:00:00Z,9
Condition occurrence,2022-01-01T00:00:00Z,7
Condition occurrence,2022-02-01T00:00:00Z,6
Condition occurrence,2022-03-01T00:00:00Z,8
Condition occurrence,2022-04-01T00:00:00Z,12
Condition occurrence,2022-05-01T00:00:00Z,8
Condition occurrence,2022-06-01T00:00:00Z,8
Condition occurrence,2022-07-01T00:00:00Z,8
Condition occurrence,2022-08-01T00:00:00Z,9
Condition occurrence,2022-09-01T00:00:00Z,8
Condition occurrence,2022-10-01T00:00:00Z,7
Condition occurrence,2022-11-01T00:00:00Z,8
Condition occurrence,2022-12-01T00:00:00Z,7
Condition occurrence,2023-01-01T00:00:00Z,8
Condition occurrence,2023-02-01T00:00:00Z,10
Condition occurrence,2023-03-01T00:00:00Z,3
Condition occurrence,2023-04-01T00:00:00Z,7
Condition occurrence,2023-05-01T00:00:00Z,6
Condition occurrence,2023-06-01T00:00:00Z,10
Condition occurrence,2023-07-01T00:00:00Z,9
Condition occurrence,2023-08-01T00:00:00Z,10
Condition occurrence,2023-09-01T00:00:00Z,2
Condition occurrence,2023-10-01T00:00:00Z,8
Condition occurrence,2023-11-01T00:00:00Z,10
Condition occurrence,2023-12-01T00:00:00Z,14
Condition occurrence,2024-01-01T00:00:00Z,12
Condition occurrence,2024-02-01T00:00:00Z,6
Condition occurrence,2024-03-01T00:00:00Z,4
Condition occurrence,2024-04-01T00:00:00Z,5
Condition occurrence,2024-05-01T00:00:00Z,4
Condition occurrence,2024-06-01T00:00:00Z,9
Condition occurrence,2024-07-01T00:00:00Z,8
Condition occurrence,2024-08-01T00:00:00Z,8
Condition occurrence,2024-09-01T00:00:00Z,13
Condition occurrence,2024-10-01T00:00:00Z,11
Condition occurrence,2024-11-01T00:00:00Z,6
Condition occurrence,2024-12-01T00:00:00Z,7
Condition occurrence,2025-01-01T00:00:00Z,6
Condition occurrence,2025-02-01T00:00:00Z,6
Condition occurrence,2025-03-01T00:00:00Z,3
Condition occurrence,2025-04-01T00:00:00Z,6
Condition occurrence,2025-05-01T00:00:00Z,8
Condition occurrence,2025-06-01T00:00:00Z,5
Condition occurrence,2025-07-01T00:00:00Z,10
Condition occurrence,2025-08-01T00:00:00Z,7
Condition occurrence,2025-09-01T00:00:00Z,3
Death,1989-01-01T00:00:00Z,1
Death,1992-05-01T00:00:00Z,1
Death,1993-12-01T00:00:00Z,1
Death,2006-01-01T00:00:00Z,1
Death,2013-10-01T00:00:00Z,1
Death,2017-01-01T00:00:00Z,1
Death,2018-01-01T00:00:00Z,1
Death,2019-05-01T00:00:00Z,1
Death,2024-12-01T00:00:00Z,1
Device,1950-01-01T00:00:00Z,1
Device,1951-12-01T00:00:00Z,1
Device,1959-09-01T00:00:00Z,1
Device,1966-08-01T00:00:00Z,1
Device,1972-12-01T00:00:00Z,1
Device,1973-02-01T00:00:00Z,1
Device,1973-09-01T00:00:00Z,1
Device,1974-08-01T00:00:00Z,1
Device,1976-10-01T00:00:00Z,1
Device,1976-12-01T00:00:00Z,2
Device,1978-11-01T00:00:00Z,1
Device,1982-11-01T00:00:00Z,1
Device,1983-05-01T00:00:00Z,1
Device,1983-08-01T00:00:00Z,1
Device,1983-10-01T00:00:00Z,1
Device,1985-11-01T00:00:00Z,1
Device,1987-06-01T00:00:00Z,1
Device,1988-04-01T00:00:00Z,1
Device,1988-10-01T00:00:00Z,1
Device,1989-05-01T00:00:00Z,2
Device,1991-12-01T00:00:00Z,1
Device,1993-07-01T00:00:00Z,1
Device,1993-10-01T00:00:00Z,1
Device,1995-08-01T00:00:00Z,1
Device,1996-01-01T00:00:00Z,3
Device,1996-03-01T00:00:00Z,1
Device,1997-06-01T00:00:00Z,1
Device,1998-04-01T00:00:00Z,1
Device,1998-11-01T00:00:00Z,1
Device,2002-07-01T00:00:00Z,1
Device,2003-01-01T00:00:00Z,1
Device,2003-03-01T00:00:00Z,1
Device,2004-01-01T00:00:00Z,1
Device,2005-03-01T00:00:00Z,1
Device,2005-09-01T00:00:00Z,1
Device,2005-10-01T00:00:00Z,1
Device,2006-02-01T00:00:00Z,1
Device,2006-04-01T00:00:00Z,1
Device,2006-06-01T00:00:00Z,1
Device,2006-08-01T00:00:00Z,3
Device,2006-10-01T00:00:00Z,1
Device,2007-08-01T00:00:00Z,1
Device,2007-09-01T00:00:00Z,1
Device,2007-10-01T00:00:00Z,1
Device,2008-01-01T00:00:00Z,2
Device,2008-05-01T00:00:00Z,2
Device,2008-09-01T00:00:00Z,1
Device,2008-12-01T00:00:00Z,1
Device,2009-01-01T00:00:00Z,1
Device,2009-08-01T00:00:00Z,1
Device,2009-09-01T00:00:00Z,1
Device,2010-06-01T00:00:00Z,2
Device,2010-08-01T00:00:00Z,1
Device,2010-09-01T00:00:00Z,1
Device,2010-10-01T00:00:00Z,1
Device,2010-12-01T00:00:00Z,2
Device,2011-01-01T00:00:00Z,1
Device,2011-04-01T00:00:00Z,1
Device,2011-05-01T00:00:00Z,1
Device,2011-06-01T00:00:00Z,2
Device,2011-07-01T00:00:00Z,1
Device,2011-08-01T00:00:00Z,2
Device,2011-10-01T00:00:00Z,4
Device,2012-01-01T00:00:00Z,1
Device,2012-05-01T00:00:00Z,1
Device,2012-11-01T00:00:00Z,1
Device,2012-12-01T00:00:00Z,1
Device,2013-02-01T00:00:00Z,1
Device,2014-03-01T00:00:00Z,2
Device,2014-06-01T00:00:00Z,1
Device,2014-12-01T00:00:00Z,2
Device,2015-01-01T00:00:00Z,2
Device,2015-04-01T00:00:00Z,1
Device,2015-06-01T00:00:00Z,2
Device,2015-10-01T00:00:00Z,2
Device,2016-01-01T00:00:00Z,2
Device,2016-03-01T00:00:00Z,1
Device,2016-05-01T00:00:00Z,2
Device,2016-06-01T00:00:00Z,1
Device,2017-01-01T00:00:00Z,1
Device,2017-07-01T00:00:00Z,1
Device,2017-09-01T00:00:00Z,1
Device,2018-01-01T00:00:00Z,1
Device,2018-06-01T00:00:00Z,1
Device,2018-07-01T00:00:00Z,1
Device,2019-03-01T00:00:00Z,1
Device,2019-04-01T00:00:00Z,2
Device,2019-10-01T00:00:00Z,2
Device,2019-12-01T00:00:00Z,2
Device,2020-02-01T00:00:00Z,6
Device,2020-04-01T00:00:00Z,1
Device,2020-05-01T00:00:00Z,1
Device,2020-08-01T00:00:00Z,2
Device,2020-12-01T00:00:00Z,2
Device,2021-01-01T00:00:00Z,2
Device,2021-05-01T00:00:00Z,1
Device,2021-06-01T00:00:00Z,1
Device,2021-07-01T00:00:00Z,1
Device,2021-08-01T00:00:00Z,1
Device,2021-12-01T00:00:00Z,1
Device,2022-06-01T00:00:00Z,1
Device,2022-07-01T00:00:00Z,1
Device,2022-10-01T00:00:00Z,1
Device,2023-03-01T00:00:00Z,1
Device,2023-07-01T00:00:00Z,4
Device,2023-12-01T00:00:00Z,3
Device,2024-02-01T00:00:00Z,1
Device,2024-04-01T00:00:00Z,1
Device,2024-06-01T00:00:00Z,1
Device,2025-03-01T00:00:00Z,4
Device,2025-04-01T00:00:00Z,1
Device,2025-08-01T00:00:00Z,2
Drug era,1955-05-01T00:00:00Z,1
Drug era,1964-07-01T00:00:00Z,2
Drug era,1970-03-01T00:00:00Z,1
Drug era,1971-06-01T00:00:00Z,2
Drug era,1972-12-01T00:00:00Z,1
Drug era,1973-02-01T00:00:00Z,2
Drug era,1973-12-01T00:00:00Z,2
Drug era,1974-11-01T00:00:00Z,2
Drug era,1975-02-01T00:00:00Z,2
Drug era,1975-05-01T00:00:00Z,1
Drug era,1975-11-01T00:00:00Z,1
Drug era,1976-11-01T00:00:00Z,1
Drug era,1978-02-01T00:00:00Z,3
Drug era,1978-04-01T00:00:00Z,1
Drug era,1979-01-01T00:00:00Z,1
Drug era,1979-12-01T00:00:00Z,1
Drug era,1980-05-01T00:00:00Z,1
Drug era,1983-01-01T00:00:00Z,4
Drug era,1985-10-01T00:00:00Z,1
Drug era,1985-12-01T00:00:00Z,1
Drug era,1986-03-01T00:00:00Z,2
Drug era,1987-06-01T00:00:00Z,2
Drug era,1987-07-01T00:00:00Z,1
Drug era,1988-03-01T00:00:00Z,1
Drug era,1990-05-01T00:00:00Z,1
Drug era,1990-07-01T00:00:00Z,2
Drug era,1991-02-01T00:00:00Z,1
Drug era,1991-03-01T00:00:00Z,1
Drug era,1991-07-01T00:00:00Z,4
Drug era,1991-12-01T00:00:00Z,3
Drug era,1993-10-01T00:00:00Z,1
Drug era,1994-08-01T00:00:00Z,2
Drug era,1996-01-01T00:00:00Z,1
Drug era,1996-03-01T00:00:00Z,1
Drug era,1997-01-01T00:00:00Z,1
Drug era,1997-10-01T00:00:00Z,2
Drug era,1997-12-01T00:00:00Z,1
Drug era,1998-02-01T00:00:00Z,2
Drug era,1998-04-01T00:00:00Z,3
Drug era,1999-06-01T00:00:00Z,1
Drug era,2001-06-01T00:00:00Z,1
Drug era,2001-07-01T00:00:00Z,1
Drug era,2001-11-01T00:00:00Z,1
Drug era,2002-04-01T00:00:00Z,1
Drug era,2002-05-01T00:00:00Z,4
Drug era,2003-02-01T00:00:00Z,2
Drug era,2003-04-01T00:00:00Z,1
Drug era,2003-05-01T00:00:00Z,13
Drug era,2003-10-01T00:00:00Z,1
Drug era,2004-08-01T00:00:00Z,2
Drug era,2004-10-01T00:00:00Z,1
Drug era,2005-01-01T00:00:00Z,10
Drug era,2005-03-01T00:00:00Z,10
Drug era,2005-04-01T00:00:00Z,14
Drug era,2005-05-01T00:00:00Z,5
Drug era,2005-06-01T00:00:00Z,5
Drug era,2005-07-01T00:00:00Z,1
Drug era,2005-08-01T00:00:00Z,8
Drug era,2005-09-01T00:00:00Z,12
Drug era,2005-10-01T00:00:00Z,6
Drug era,2005-11-01T00:00:00Z,2
Drug era,2005-12-01T00:00:00Z,6
Drug era,2006-01-01T00:00:00Z,5
Drug era,2006-02-01T00:00:00Z,3
Drug era,2006-03-01T00:00:00Z,5
Drug era,2006-04-01T00:00:00Z,6
Drug era,2006-05-01T00:00:00Z,3
Drug era,2006-06-01T00:00:00Z,4
Drug era,2006-07-01T00:00:00Z,6
Drug era,2006-08-01T00:00:00Z,5
Drug era,2006-09-01T00:00:00Z,4
Drug era,2006-10-01T00:00:00Z,4
Drug era,2006-11-01T00:00:00Z,1
Drug era,2006-12-01T00:00:00Z,6
Drug era,2007-01-01T00:00:00Z,8
Drug era,2007-02-01T00:00:00Z,1
Drug era,2007-03-01T00:00:00Z,1
Drug era,2007-04-01T00:00:00Z,4
Drug era,2007-05-01T00:00:00Z,2
Drug era,2007-06-01T00:00:00Z,3
Drug era,2007-07-01T00:00:00Z,1
Drug era,2007-08-01T00:00:00Z,1
Drug era,2007-09-01T00:00:00Z,11
Drug era,2007-10-01T00:00:00Z,6
Drug era,2007-11-01T00:00:00Z,8
Drug era,2007-12-01T00:00:00Z,9
Drug era,2008-01-01T00:00:00Z,5
Drug era,2008-02-01T00:00:00Z,5
Drug era,2008-03-01T00:00:00Z,5
Drug era,2008-04-01T00:00:00Z,7
Drug era,2008-05-01T00:00:00Z,4
Drug era,2008-06-01T00:00:00Z,2
Drug era,2008-07-01T00:00:00Z,5
Drug era,2008-08-01T00:00:00Z,3
Drug era,2008-09-01T00:00:00Z,7
Drug era,2008-11-01T00:00:00Z,6
Drug era,2008-12-01T00:00:00Z,1
Drug era,2009-01-01T00:00:00Z,3
Drug era,2009-03-01T00:00:00Z,6
Drug era,2009-04-01T00:00:00Z,3
Drug era,2009-05-01T00:00:00Z,4
Drug era,2009-06-01T00:00:00Z,2
Drug era,2009-07-01T00:00:00Z,2
Drug era,2009-08-01T00:00:00Z,8
Drug era,2009-09-01T00:00:00Z,9
Drug era,2009-10-01T00:00:00Z,1
Drug era,2009-11-01T00:00:00Z,1
Drug era,2009-12-01T00:00:00Z,5
Drug era,2010-02-01T00:00:00Z,1
Drug era,2010-03-01T00:00:00Z,10
Drug era,2010-04-01T00:00:00Z,5
Drug era,2010-05-01T00:00:00Z,3
Drug era,2010-06-01T00:00:00Z,2
Drug era,2010-07-01T00:00:00Z,4
Drug era,2010-08-01T00:00:00Z,3
Drug era,2010-09-01T00:00:00Z,2
Drug era,2010-10-01T00:00:00Z,1
Drug era,2010-11-01T00:00:00Z,5
Drug era,2010-12-01T00:00:00Z,6
Drug era,2011-02-01T00:00:00Z,8
Drug era,2011-03-01T00:00:00Z,3
Drug era,2011-04-01T00:00:00Z,4
Drug era,2011-05-01T00:00:00Z,8
Drug era,2011-06-01T00:00:00Z,2
Drug era,2011-07-01T00:00:00Z,1
Drug era,2011-08-01T00:00:00Z,9
Drug era,2011-09-01T00:00:00Z,5
Drug era,2011-10-01T00:00:00Z,6
Drug era,2011-11-01T00:00:00Z,6
Drug era,2011-12-01T00:00:00Z,3
Drug era,2012-01-01T00:00:00Z,6
Drug era,2012-03-01T00:00:00Z,4
Drug era,2012-04-01T00:00:00Z,2
Drug era,2012-05-01T00:00:00Z,4
Drug era,2012-06-01T00:00:00Z,6
Drug era,2012-07-01T00:00:00Z,5
Drug era,2012-08-01T00:00:00Z,2
Drug era,2012-09-01T00:00:00Z,4
Drug era,2012-10-01T00:00:00Z,6
Drug era,2012-11-01T00:00:00Z,5
Drug era,2012-12-01T00:00:00Z,7
Drug era,2013-01-01T00:00:00Z,3
Drug era,2013-02-01T00:00:00Z,5
Drug era,2013-03-01T00:00:00Z,6
Drug era,2013-04-01T00:00:00Z,2
Drug era,2013-05-01T00:00:00Z,1
Drug era,2013-06-01T00:00:00Z,4
Drug era,2013-07-01T00:00:00Z,3
Drug era,2013-08-01T00:00:00Z,7
Drug era,2013-09-01T00:00:00Z,20
Drug era,2013-10-01T00:00:00Z,6
Drug era,2013-11-01T00:00:00Z,4
Drug era,2013-12-01T00:00:00Z,7
Drug era,2014-01-01T00:00:00Z,4
Drug era,2014-02-01T00:00:00Z,17
Drug era,2014-03-01T00:00:00Z,4
Drug era,2014-04-01T00:00:00Z,5
Drug era,2014-05-01T00:00:00Z,10
Drug era,2014-06-01T00:00:00Z,8
Drug era,2014-07-01T00:00:00Z,2
Drug era,2014-08-01T00:00:00Z,7
Drug era,2014-09-01T00:00:00Z,6
Drug era,2014-10-01T00:00:00Z,2
Drug era,2014-11-01T00:00:00Z,7
Drug era,2014-12-01T00:00:00Z,1
Drug era,2015-01-01T00:00:00Z,2
Drug era,2015-02-01T00:00:00Z,9
Drug era,2015-03-01T00:00:00Z,5
Drug era,2015-04-01T00:00:00Z,2
Drug era,2015-05-01T00:00:00Z,5
Drug era,2015-07-01T00:00:00Z,2
Drug era,2015-08-01T00:00:00Z,2
Drug era,2015-09-01T00:00:00Z,3
Drug era,2015-10-01T00:00:00Z,8
Drug era,2015-11-01T00:00:00Z,4
Drug era,2015-12-01T00:00:00Z,9
Drug era,2016-01-01T00:00:00Z,3
Drug era,2016-02-01T00:00:00Z,2
Drug era,2016-03-01T00:00:00Z,6
Drug era,2016-04-01T00:00:00Z,5
Drug era,2016-05-01T00:00:00Z,3
Drug era,2016-06-01T00:00:00Z,5
Drug era,2016-07-01T00:00:00Z,5
Drug era,2016-08-01T00:00:00Z,2
Drug era,2016-09-01T00:00:00Z,4
Drug era,2016-10-01T00:00:00Z,6
Drug era,2016-11-01T00:00:00Z,10
Drug era,2016-12-01T00:00:00Z,2
Drug era,2017-01-01T00:00:00Z,4
Drug era,2017-02-01T00:00:00Z,1
Drug era,2017-03-01T00:00:00Z,3
Drug era,2017-04-01T00:00:00Z,14
Drug era,2017-05-01T00:00:00Z,4
Drug era,2017-06-01T00:00:00Z,2
Drug era,2017-07-01T00:00:00Z,4
Drug era,2017-08-01T00:00:00Z,5
Drug era,2017-09-01T00:00:00Z,2
Drug era,2017-10-01T00:00:00Z,4
Drug era,2017-11-01T00:00:00Z,2
Drug era,2017-12-01T00:00:00Z,6
Drug era,2018-01-01T00:00:00Z,4
Drug era,2018-02-01T00:00:00Z,7
Drug era,2018-03-01T00:00:00Z,3
Drug era,2018-04-01T00:00:00Z,8
Drug era,2018-05-01T00:00:00Z,2
Drug era,2018-06-01T00:00:00Z,5
Drug era,2018-07-01T00:00:00Z,3
Drug era,2018-08-01T00:00:00Z,6
Drug era,2018-09-01T00:00:00Z,5
Drug era,2018-10-01T00:00:00Z,5
Drug era,2018-11-01T00:00:00Z,3
Drug era,2018-12-01T00:00:00Z,5
Drug era,2019-01-01T00:00:00Z,2
Drug era,2019-02-01T00:00:00Z,8
Drug era,2019-03-01T00:00:00Z,9
Drug era,2019-04-01T00:00:00Z,5
Drug era,2019-05-01T00:00:00Z,9
Drug era,2019-06-01T00:00:00Z,3
Drug era,2019-07-01T00:00:00Z,4
Drug era,2019-08-01T00:00:00Z,6
Drug era,2019-09-01T00:00:00Z,1
Drug era,2019-10-01T00:00:00Z,9
Drug era,2019-11-01T00:00:00Z,7
Drug era,2019-12-01T00:00:00Z,1
Drug era,2020-01-01T00:00:00Z,5
Drug era,2020-02-01T00:00:00Z,10
Drug era,2020-03-01T00:00:00Z,8
Drug era,2020-04-01T00:00:00Z,3
Drug era,2020-05-01T00:00:00Z,4
Drug era,2020-06-01T00:00:00Z,2
Drug era,2020-07-01T00:00:00Z,10
Drug era,2020-08-01T00:00:00Z,5
Drug era,2020-09-01T00:00:00Z,4
Drug era,2020-10-01T00:00:00Z,9
Drug era,2020-11-01T00:00:00Z,2
Drug era,2020-12-01T00:00:00Z,6
Drug era,2021-01-01T00:00:00Z,13
Drug era,2021-02-01T00:00:00Z,3
Drug era,2021-04-01T00:00:00Z,4
Drug era,2021-05-01T00:00:00Z,8
Drug era,2021-06-01T00:00:00Z,7
Drug era,2021-07-01T00:00:00Z,3
Drug era,2021-08-01T00:00:00Z,8
Drug era,2021-09-01T00:00:00Z,6
Drug era,2021-10-01T00:00:00Z,10
Drug era,2021-11-01T00:00:00Z,3
Drug era,2021-12-01T00:00:00Z,4
Drug era,2022-01-01T00:00:00Z,3
