"source_code","source_concept_id","source_code_description","source_vocabulary_id","source_domain_id","source_concept_class_id","source_valid_start_date","source_valid_end_date","source_invalid_reason","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","target_concept_class_id","target_invalid_reason","target_standard_concept"
"127227003",4130836,Neoplasm of tonsil,SNOMED,Condition,Disorder,20020131,20991231,,4130836,Neoplasm of tonsil,SNOMED,Condition,Disorder,,S
"127278005",4130851,Injury of upper extremity,SNOMED,Condition,Disorder,20020131,20991231,,4130851,Injury of upper extremity,SNOMED,Condition,Disorder,,S
"127279002",4130852,Injury of lower limb,SNOMED,Condition,Disorder,20020131,20991231,,4130852,Injury of lower limb,SNOMED,Condition,Disorder,,S
"127294003",4133611,Traumatic or nontraumatic brain injury,SNOMED,Condition,Disorder,20020131,20991231,,4133611,Traumatic or nontraumatic brain injury,SNOMED,Condition,Disorder,,S
"127295002",4132546,Traumatic brain injury,SNOMED,Condition,Disorder,20020131,20991231,,4132546,Traumatic brain injury,SNOMED,Condition,Disorder,,S
"127296001",437409,Intracranial injury,SNOMED,Condition,Disorder,20020131,20991231,,437409,Intracranial injury,SNOMED,Condition,Disorder,,S
"127297005",437385,Intracranial injury with loss of consciousness,SNOMED,Condition,Disorder,20020131,20991231,,437385,Intracranial injury with loss of consciousness,SNOMED,Condition,Disorder,,S
"127298000",4132082,Traumatic brain injury with loss of consciousness,SNOMED,Condition,Disorder,20020131,20991231,,4132082,Traumatic brain injury with loss of consciousness,SNOMED,Condition,Disorder,,S
"127302008",4133715,Traumatic brain injury with no loss of consciousness,SNOMED,Condition,Disorder,20020131,20991231,,4133715,Traumatic brain injury with no loss of consciousness,SNOMED,Condition,Disorder,,S
"127321000",4132552,Acute digestive system disorder,SNOMED,Condition,Disorder,20020131,20991231,,4132552,Acute digestive system disorder,SNOMED,Condition,Disorder,,S
"127325009",444194,Procedure related finding,SNOMED,Observation,Clinical Finding,20020131,20991231,,444194,Procedure related finding,SNOMED,Observation,Clinical Finding,,S
"127337006",4132088,Acute heart disease,SNOMED,Condition,Disorder,20020131,20991231,,4132088,Acute heart disease,SNOMED,Condition,Disorder,,S
"127354003",4132557,Albumin above reference range,SNOMED,Measurement,Clinical Finding,20020131,20991231,,4132557,Albumin above reference range,SNOMED,Measurement,Clinical Finding,,S
"127777001",4133838,Provider-specific procedure,SNOMED,Procedure,Procedure,20020131,20991231,,4133838,Provider-specific procedure,SNOMED,Procedure,Procedure,,S
"127783003",4133840,Spirometry,SNOMED,Measurement,Procedure,20020131,20991231,,4133840,Spirometry,SNOMED,Measurement,Procedure,,S
"127785005",4132855,Active or passive immunization,SNOMED,Procedure,Procedure,20020131,20991231,,4132855,Active or passive immunization,SNOMED,Procedure,Procedure,,S
"127789004",4133312,Laboratory procedure categorized by method,SNOMED,Procedure,Procedure,20020131,20991231,,4133312,Laboratory procedure categorized by method,SNOMED,Procedure,Procedure,,S
"127795003",4132407,Laboratory test related to immunohematology,SNOMED,Measurement,Procedure,20020131,20991231,,4132407,Laboratory test related to immunohematology,SNOMED,Measurement,Procedure,,S
"127801007",4133843,Body fluid analysis,SNOMED,Measurement,Procedure,20020131,20991231,,4133843,Body fluid analysis,SNOMED,Measurement,Procedure,,S
"1279550006",37168189,Disorder of sensory organ,SNOMED,Condition,Disorder,20230630,20991231,,37168189,Disorder of sensory organ,SNOMED,Condition,Disorder,,S
"128045006",435613,Cellulitis,SNOMED,Condition,Disorder,20020131,20991231,,435613,Cellulitis,SNOMED,Condition,Disorder,,S
"128050000",4133974,Neoplasm of abdomen,SNOMED,Condition,Disorder,20020131,20991231,,4133974,Neoplasm of abdomen,SNOMED,Condition,Disorder,,S
"128053003",4133004,Deep venous thrombosis,SNOMED,Condition,Disorder,20020131,20991231,,4133004,Deep venous thrombosis,SNOMED,Condition,Disorder,,S
"128070006",4028062,Infectious disease of abdomen,SNOMED,Condition,Disorder,20020131,20991231,,4028062,Infectious disease of abdomen,SNOMED,Condition,Disorder,,S
"1280cd73-2b29-47e1-94ae-15d8c21821f5",45697654,"HEALTHY ACCENTS NIGHTTIME COLD AND FLU - acetaminophen, dextromethorphan hbr, doxylamine succinate solution",SPL,Drug,OTC Drug,20181218,20991231,,40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,RxNorm,Drug,Clinical Drug,,S
"128121009",4028071,Disorder of trunk,SNOMED,Condition,Disorder,20020131,20991231,,4028071,Disorder of trunk,SNOMED,Condition,Disorder,,S
"128126004",4134439,Injury of central nervous system,SNOMED,Condition,Disorder,20020131,20991231,,4134439,Injury of central nervous system,SNOMED,Condition,Disorder,,S
"128127008",4134440,Visual system disorder,SNOMED,Condition,Disorder,20020131,20991231,,4134440,Visual system disorder,SNOMED,Condition,Disorder,,S
"128130001",4028074,Disorder of wrist,SNOMED,Condition,Disorder,20020131,20991231,,4028074,Disorder of wrist,SNOMED,Condition,Disorder,,S
"128132009",136779,Disorder of forearm,SNOMED,Condition,Disorder,20020131,20991231,,136779,Disorder of forearm,SNOMED,Condition,Disorder,,S
"128134005",4134442,Fallopian tube disorder,SNOMED,Condition,Disorder,20020131,20991231,,4134442,Fallopian tube disorder,SNOMED,Condition,Disorder,,S
"128135006",444211,Disorder of thigh,SNOMED,Condition,Disorder,20020131,20991231,,444211,Disorder of thigh,SNOMED,Condition,Disorder,,S
"128136007",4134443,Disorder of knee,SNOMED,Condition,Disorder,20020131,20991231,,4134443,Disorder of knee,SNOMED,Condition,Disorder,,S
"128138008",78831,Disorder of ankle,SNOMED,Condition,Disorder,20020131,20991231,,78831,Disorder of ankle,SNOMED,Condition,Disorder,,S
"128139000",4027384,Inflammatory disorder,SNOMED,Condition,Disorder,20020131,20991231,,4027384,Inflammatory disorder,SNOMED,Condition,Disorder,,S
"128145008",4028076,Mucosal finding,SNOMED,Condition,Clinical Finding,20020131,20991231,,4028076,Mucosal finding,SNOMED,Condition,Clinical Finding,,S
"128187005",4134454,Vascular headache,SNOMED,Condition,Disorder,20020131,20991231,,4134454,Vascular headache,SNOMED,Condition,Disorder,,S
"128217007",4027539,Disorder of skin AND/OR subcutaneous tissue of head,SNOMED,Condition,Disorder,20020131,20991231,,4027539,Disorder of skin AND/OR subcutaneous tissue of head,SNOMED,Condition,Disorder,,S
"128225009",4134127,Disorder of facial bone,SNOMED,Condition,Disorder,20020131,20991231,,4134127,Disorder of facial bone,SNOMED,Condition,Disorder,,S
"128233005",444210,Disorder of mandible,SNOMED,Condition,Disorder,20020131,20991231,,444210,Disorder of mandible,SNOMED,Condition,Disorder,,S
"128234004",4134585,Disorder of maxilla,SNOMED,Condition,Disorder,20020131,20991231,,4134585,Disorder of maxilla,SNOMED,Condition,Disorder,,S
"128239009",4134134,Injury of nervous system,SNOMED,Condition,Disorder,20020131,20991231,,4134134,Injury of nervous system,SNOMED,Condition,Disorder,,S
"128272009",4027553,Disorder of lower respiratory system,SNOMED,Condition,Disorder,20020131,20991231,,4027553,Disorder of lower respiratory system,SNOMED,Condition,Disorder,,S
"128277003",4028238,Cellulitis of head,SNOMED,Condition,Disorder,20020131,20991231,,4028238,Cellulitis of head,SNOMED,Condition,Disorder,,S
"128283000",4134145,Chronic nervous system disorder,SNOMED,Condition,Disorder,20020131,20991231,,4134145,Chronic nervous system disorder,SNOMED,Condition,Disorder,,S
"128284006",4134593,Chronic digestive system disorder,SNOMED,Condition,Disorder,20020131,20991231,,4134593,Chronic digestive system disorder,SNOMED,Condition,Disorder,,S
"128285007",4028241,Chronic disease of teeth AND/OR supporting structures,SNOMED,Condition,Disorder,20020131,20991231,,4028241,Chronic disease of teeth AND/OR supporting structures,SNOMED,Condition,Disorder,,S
"128290005",4134595,Chronic disease of genitourinary system,SNOMED,Condition,Disorder,20020131,20991231,,4134595,Chronic disease of genitourinary system,SNOMED,Condition,Disorder,,S
"128292002",4028244,Chronic disease of cardiovascular system,SNOMED,Condition,Disorder,20020131,20991231,,4028244,Chronic disease of cardiovascular system,SNOMED,Condition,Disorder,,S
"128294001",444208,Chronic inflammatory disorder,SNOMED,Condition,Disorder,20020131,20991231,,444208,Chronic inflammatory disorder,SNOMED,Condition,Disorder,,S
"128303001",4134598,Surgical removal,SNOMED,Procedure,Procedure,20020131,20991231,,4134598,Surgical removal,SNOMED,Procedure,Procedure,,S
"128312004",4134148,Procedure on female genital organ,SNOMED,Procedure,Procedure,20020131,20991231,,4134148,Procedure on female genital organ,SNOMED,Procedure,Procedure,,S
"128313009",4134149,Procedure on male genital organ,SNOMED,Procedure,Procedure,20020131,20991231,,4134149,Procedure on male genital organ,SNOMED,Procedure,Procedure,,S
"128337009",4028251,Disorder of palate,SNOMED,Condition,Disorder,20020131,20991231,,4028251,Disorder of palate,SNOMED,Condition,Disorder,,S
"128348002",4028253,Neoplasm of digestive system,SNOMED,Condition,Disorder,20020131,20991231,,4028253,Neoplasm of digestive system,SNOMED,Condition,Disorder,,S
"128398001",4134887,Infectious disease of digestive tract,SNOMED,Condition,Disorder,20020131,20991231,,4134887,Infectious disease of digestive tract,SNOMED,Condition,Disorder,,S
"128409001",4134892,Removal of device from cardiovascular system,SNOMED,Procedure,Procedure,20020131,20991231,,4134892,Removal of device from cardiovascular system,SNOMED,Procedure,Procedure,,S
"128411005",4027717,Removal of device from genitourinary system,SNOMED,Procedure,Procedure,20020131,20991231,,4027717,Removal of device from genitourinary system,SNOMED,Procedure,Procedure,,S
"128413008",4027718,Biopsy of male genital system,SNOMED,Procedure,Procedure,20020131,20991231,,4027718,Biopsy of male genital system,SNOMED,Procedure,Procedure,,S
"128415001",196931,Neoplasm of digestive tract,SNOMED,Condition,Disorder,20020131,20991231,,196931,Neoplasm of digestive tract,SNOMED,Condition,Disorder,,S
"128477000",444202,Abscess,SNOMED,Condition,Disorder,20020131,20991231,,444202,Abscess,SNOMED,Condition,Disorder,,S
"128478005",197605,Inflammatory disorder of male genital organ,SNOMED,Condition,Disorder,20020131,20991231,,197605,Inflammatory disorder of male genital organ,SNOMED,Condition,Disorder,,S
"128482007",4134294,Acute inflammatory disease,SNOMED,Condition,Disorder,20020131,20991231,,4134294,Acute inflammatory disease,SNOMED,Condition,Disorder,,S
"1284824006",37168507,Sleep apnea breathing therapy equipment,SNOMED,Device,Physical Object,20230531,20991231,,37168507,Sleep apnea breathing therapy equipment,SNOMED,Device,Physical Object,,S
"128487001",4028367,Acute disease of cardiovascular system,SNOMED,Condition,Disorder,20020131,20991231,,4028367,Acute disease of cardiovascular system,SNOMED,Condition,Disorder,,S
"1284939008",37158954,Introduction into subcutaneous tissue,SNOMED,Procedure,Procedure,20230531,20991231,,37158954,Introduction into subcutaneous tissue,SNOMED,Procedure,Procedure,,S
"128524007",4027880,Disorder of colon,SNOMED,Condition,Disorder,20020131,20991231,,4027880,Disorder of colon,SNOMED,Condition,Disorder,,S
"1285254001",37159012,Administration via subcutaneous route,SNOMED,Procedure,Procedure,20230630,20991231,,37159012,Administration via subcutaneous route,SNOMED,Procedure,Procedure,,S
"1285265006",37151637,Injection into subcutaneous tissue,SNOMED,Procedure,Procedure,20230531,20991231,,37151637,Injection into subcutaneous tissue,SNOMED,Procedure,Procedure,,S
"1285293005",37159020,Administration via intravenous route,SNOMED,Procedure,Procedure,20230630,20991231,,37159020,Administration via intravenous route,SNOMED,Procedure,Procedure,,S
"128536001",4027883,Disorder of posterior segment of eye,SNOMED,Condition,Disorder,20020131,20991231,,4027883,Disorder of posterior segment of eye,SNOMED,Condition,Disorder,,S
"128538000",4134423,Removal of device,SNOMED,Procedure,Procedure,20020131,20991231,,4134423,Removal of device,SNOMED,Procedure,Procedure,,S
"1285465008",1242287,Administration via specific route,SNOMED,Procedure,Procedure,20231001,20991231,,1242287,Administration via specific route,SNOMED,Procedure,Procedure,,S
"128598002",4028387,Disorder of integument,SNOMED,Condition,Disorder,20020131,20991231,,4028387,Disorder of integument,SNOMED,Condition,Disorder,,S
"128599005",4027255,Structural disorder of heart,SNOMED,Condition,Disorder,20020131,20991231,,4027255,Structural disorder of heart,SNOMED,Condition,Disorder,,S
"128601007",4028389,Infectious disease of lung,SNOMED,Condition,Disorder,20020131,20991231,,4028389,Infectious disease of lung,SNOMED,Condition,Disorder,,S
"128604004",4029496,Disorder of product of conception,SNOMED,Condition,Disorder,20020131,20991231,,4029496,Disorder of product of conception,SNOMED,Condition,Disorder,,S
"128605003",133468,Disorder of limb,SNOMED,Condition,Disorder,20020131,20991231,,133468,Disorder of limb,SNOMED,Condition,Disorder,,S
"128606002",75865,Disorder of urinary system,SNOMED,Condition,Disorder,20020131,20991231,,75865,Disorder of urinary system,SNOMED,Condition,Disorder,,S
"128613002",4029498,Seizure disorder,SNOMED,Condition,Disorder,20020131,20991231,,4029498,Seizure disorder,SNOMED,Condition,Disorder,,S
"1286865009",37168846,Fracture of bone of shoulder girdle,SNOMED,Condition,Disorder,20230731,20991231,,37168846,Fracture of bone of shoulder girdle,SNOMED,Condition,Disorder,,S
"1286877004",37168850,Malignant colorectal neoplasm,SNOMED,Condition,Disorder,20230731,20991231,,37168850,Malignant colorectal neoplasm,SNOMED,Condition,Disorder,,S
"128926000",444239,Postprocedural state finding,SNOMED,Observation,Clinical Finding,20020131,20991231,,444239,Postprocedural state finding,SNOMED,Observation,Clinical Finding,,S
"128927009",4029205,Procedure by method,SNOMED,Procedure,Procedure,20020131,20991231,,4029205,Procedure by method,SNOMED,Procedure,Procedure,,S
"12894003",4029338,Functional assessment,SNOMED,Procedure,Procedure,20020131,20991231,,4029338,Functional assessment,SNOMED,Procedure,Procedure,,S
"128997002",4028876,Inflammatory disorder of lower respiratory tract,SNOMED,Condition,Disorder,20020131,20991231,,4028876,Inflammatory disorder of lower respiratory tract,SNOMED,Condition,Disorder,,S
"128999004",4043371,Inflammatory disorder of digestive tract,SNOMED,Condition,Disorder,20020131,20991231,,4043371,Inflammatory disorder of digestive tract,SNOMED,Condition,Disorder,,S
"128bb292-d174-4769-b3e6-9f16617f31e3",45631121,"CEFTRIAXONE SODIUM - ceftriaxone sodium injection, powder, for solution",SPL,Drug,Prescription Drug,20240110,20991231,,46287328,ceftriaxone 1000 MG Injection,RxNorm,Drug,Clinical Drug,,S
"1290407002",1072908,Plain X-ray of knee region,SNOMED,Procedure,Procedure,20240401,20991231,,1072908,Plain X-ray of knee region,SNOMED,Procedure,Procedure,,S
"1290459008",1072930,Plain X-ray of ankle region,SNOMED,Procedure,Procedure,20240401,20991231,,1072930,Plain X-ray of ankle region,SNOMED,Procedure,Procedure,,S
"1290565005",1075099,Plain X-ray of bone of upper limb,SNOMED,Procedure,Procedure,20240401,20991231,,1075099,Plain X-ray of bone of upper limb,SNOMED,Procedure,Procedure,,S
"1290582007",1072947,Plain X-ray of shoulder girdle,SNOMED,Procedure,Procedure,20240401,20991231,,1072947,Plain X-ray of shoulder girdle,SNOMED,Procedure,Procedure,,S
"1290583002",1075105,Plain X-ray of bone of shoulder girdle,SNOMED,Procedure,Procedure,20240401,20991231,,1075105,Plain X-ray of bone of shoulder girdle,SNOMED,Procedure,Procedure,,S
"1290611003",1072953,Plain X-ray of lower limb,SNOMED,Procedure,Procedure,20240401,20991231,,1072953,Plain X-ray of lower limb,SNOMED,Procedure,Procedure,,S
"1290789000",1075140,Plain X-ray of mandible,SNOMED,Procedure,Procedure,20240401,20991231,,1075140,Plain X-ray of mandible,SNOMED,Procedure,Procedure,,S
"1290793006",1072972,Plain X-ray of jaw region,SNOMED,Procedure,Procedure,20240401,20991231,,1072972,Plain X-ray of jaw region,SNOMED,Procedure,Procedure,,S
"1290796003",1072974,Plain X-ray of lower jaw,SNOMED,Procedure,Procedure,20240401,20991231,,1072974,Plain X-ray of lower jaw,SNOMED,Procedure,Procedure,,S
"1290812008",1072977,Plain X-ray of face,SNOMED,Procedure,Procedure,20240401,20991231,,1072977,Plain X-ray of face,SNOMED,Procedure,Procedure,,S
"1290814009",1075146,Plain X-ray of bone of face,SNOMED,Procedure,Procedure,20240401,20991231,,1075146,Plain X-ray of bone of face,SNOMED,Procedure,Procedure,,S
"129104009",4043545,Developmental mental disorder,SNOMED,Condition,Disorder,20020131,20991231,,4043545,Developmental mental disorder,SNOMED,Condition,Disorder,,S
"129118002",4044875,Angiography of artery,SNOMED,Procedure,Procedure,20020131,20991231,,4044875,Angiography of artery,SNOMED,Procedure,Procedure,,S
"129125009",4043670,Procedure with explicit context,SNOMED,Observation,Context-dependent,20020131,20991231,,4043670,Procedure with explicit context,SNOMED,Observation,Context-dependent,,S
"129128006",192964,Infectious disorder of kidney,SNOMED,Condition,Disorder,20020131,20991231,,192964,Infectious disorder of kidney,SNOMED,Condition,Disorder,,S
"129134004",4043671,Inflammatory disorder of upper respiratory tract,SNOMED,Condition,Disorder,20020131,20991231,,4043671,Inflammatory disorder of upper respiratory tract,SNOMED,Condition,Disorder,,S
"129152004",4044012,Procedure on back,SNOMED,Procedure,Procedure,20020131,20991231,,4044012,Procedure on back,SNOMED,Procedure,Procedure,,S
"129154003",4044013,Hematologic neoplasm,SNOMED,Condition,Disorder,20020131,20991231,,4044013,Hematologic neoplasm,SNOMED,Condition,Disorder,,S
"129156001",4043679,Traumatic dislocation of joint,SNOMED,Condition,Disorder,20020131,20991231,,4043679,Traumatic dislocation of joint,SNOMED,Condition,Disorder,,S
"129182005",4044887,Procedure on joint of lower extremity,SNOMED,Procedure,Procedure,20020131,20991231,,4044887,Procedure on joint of lower extremity,SNOMED,Procedure,Procedure,,S
"129183000",4043686,Procedure on bone of extremity,SNOMED,Procedure,Procedure,20020131,20991231,,4043686,Procedure on bone of extremity,SNOMED,Procedure,Procedure,,S
"129190005",4044889,Procedure on bone of upper extremity,SNOMED,Procedure,Procedure,20020131,20991231,,4044889,Procedure on bone of upper extremity,SNOMED,Procedure,Procedure,,S
"129198003",4044892,Procedure on sternum,SNOMED,Procedure,Procedure,20020131,20991231,,4044892,Procedure on sternum,SNOMED,Procedure,Procedure,,S
"129209005",4044368,Procedure on clavicle,SNOMED,Procedure,Procedure,20020131,20991231,,4044368,Procedure on clavicle,SNOMED,Procedure,Procedure,,S
"129233004",4044900,Procedure on bone (organ),SNOMED,Procedure,Procedure,20020131,20991231,,4044900,Procedure on bone (organ),SNOMED,Procedure,Procedure,,S
"129254006",4044046,Procedure on tracheobronchial tree,SNOMED,Procedure,Procedure,20020131,20991231,,4044046,Procedure on tracheobronchial tree,SNOMED,Procedure,Procedure,,S
"1293132006",1075179,Plain X-ray of musculoskeletal system,SNOMED,Procedure,Procedure,20240401,20991231,,1075179,Plain X-ray of musculoskeletal system,SNOMED,Procedure,Procedure,,S
"1295279000",1073053,Plain X-ray of chest wall,SNOMED,Procedure,Procedure,20240401,20991231,,1073053,Plain X-ray of chest wall,SNOMED,Procedure,Procedure,,S
"1295417009",1075191,Plain X-ray of skeletal system,SNOMED,Procedure,Procedure,20240401,20991231,,1075191,Plain X-ray of skeletal system,SNOMED,Procedure,Procedure,,S
"129565002",137275,Disorder of muscle,SNOMED,Condition,Disorder,20020131,20991231,,137275,Disorder of muscle,SNOMED,Condition,Disorder,,S
"129681004",4030755,Environmental finding,SNOMED,Observation,Clinical Finding,20020131,20991231,,4030755,Environmental finding,SNOMED,Observation,Clinical Finding,,S
"129685008",4030757,Neighborhood / workplace safety finding,SNOMED,Observation,Clinical Finding,20020131,20991231,,4030757,Neighborhood / workplace safety finding,SNOMED,Observation,Clinical Finding,,S
"1298bb1d-6fdb-48bb-86eb-b51f19dbe6fb",45647691,cetirizine hcl 10mg/1 ORAL TABLET [all day allergy],SPL,Drug,OTC Drug,20120208,20991231,,40228214,cetirizine hydrochloride 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"1303222006",1243778,Pretransplant evaluation of recipient,SNOMED,Procedure,Procedure,20240201,20991231,,1243778,Pretransplant evaluation of recipient,SNOMED,Procedure,Procedure,,S
"1303738001",1075340,Colorectal neoplasm,SNOMED,Condition,Disorder,20240301,20991231,,1075340,Colorectal neoplasm,SNOMED,Condition,Disorder,,S
"1303804001",1075348,Arthritis of joint of hand,SNOMED,Condition,Disorder,20240301,20991231,,1075348,Arthritis of joint of hand,SNOMED,Condition,Disorder,,S
"1304152003",1075460,Partial pressure of carbon dioxide in arterial blood,SNOMED,Measurement,Observable Entity,20240301,20991231,,1075460,Partial pressure of carbon dioxide in arterial blood,SNOMED,Measurement,Observable Entity,,S
"1306691007",1448778,Substance use disorder,SNOMED,Condition,Disorder,20241001,20991231,,1448778,Substance use disorder,SNOMED,Condition,Disorder,,S
"131148009",437312,Bleeding,SNOMED,Condition,Clinical Finding,20020131,20991231,,437312,Bleeding,SNOMED,Condition,Clinical Finding,,S
"131591e1-102b-404b-9f1f-0b730347e494",45686582,ASPIRIN - aspirin tablet,SPL,Drug,OTC Drug,20191211,20991231,,19046742,aspirin 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"132281000119108",44782746,Acute deep venous thrombosis,SNOMED,Condition,Disorder,20130301,20991231,,44782746,Acute deep venous thrombosis,SNOMED,Condition,Disorder,,S
"132c438d-2da0-4f5d-bc83-1dfd990916dc",45631132,SMART SENSE ANTI ITCH MAXIMUM STRENGTH - hydrocortisone cream,SPL,Drug,OTC Drug,20160204,20991231,,19008572,hydrocortisone 10 MG/ML Topical Cream,RxNorm,Drug,Clinical Drug,,S
"133",40213198,"pneumococcal conjugate vaccine, 13 valent",CVX,Drug,CVX,20091015,20991231,,40213198,"pneumococcal conjugate vaccine, 13 valent",CVX,Drug,CVX,,S
"1331949005",1073733,Imaging of breast,SNOMED,Procedure,Procedure,20240601,20991231,,1073733,Imaging of breast,SNOMED,Procedure,Procedure,,S
"1332001004",1073764,Incision of bone of thorax,SNOMED,Procedure,Procedure,20240401,20991231,,1073764,Incision of bone of thorax,SNOMED,Procedure,Procedure,,S
"1335005",196157,Induratio penis plastica,SNOMED,Condition,Disorder,20020131,20991231,,196157,Induratio penis plastica,SNOMED,Condition,Disorder,,S
"1335754002",1076060,Disorder of ligament of ankle joint,SNOMED,Condition,Disorder,20240801,20991231,,1076060,Disorder of ligament of ankle joint,SNOMED,Condition,Disorder,,S
"1335914008",1076143,Squamous cell carcinoma of head and/or neck,SNOMED,Condition,Disorder,20240701,20991231,,1076143,Squamous cell carcinoma of head and/or neck,SNOMED,Condition,Disorder,,S
"1336085007",1448827,Alcohol use disorder,SNOMED,Condition,Disorder,20241001,20991231,,1448827,Alcohol use disorder,SNOMED,Condition,Disorder,,S
"1337998006",1074252,Imaging of cardiovascular system,SNOMED,Procedure,Procedure,20240701,20991231,,1074252,Imaging of cardiovascular system,SNOMED,Procedure,Procedure,,S
"1338000009",1074254,Fluoroscopy of cardiovascular system,SNOMED,Procedure,Procedure,20240701,20991231,,1074254,Fluoroscopy of cardiovascular system,SNOMED,Procedure,Procedure,,S
"133858001",40295754,Preoperative procedure,SNOMED,Procedure,Procedure,20170131,20991231,,40295754,Preoperative procedure,SNOMED,Procedure,Procedure,,S
"1340064003",1076344,Disorder of tendon of upper limb,SNOMED,Condition,Disorder,20240701,20991231,,1076344,Disorder of tendon of upper limb,SNOMED,Condition,Disorder,,S
"134031000119108",45757415,Benign endometrial hyperplasia,SNOMED,Condition,Disorder,20150131,20991231,,45757415,Benign endometrial hyperplasia,SNOMED,Condition,Disorder,,S
"1343489000",1076428,Fracture of bone of thorax,SNOMED,Condition,Disorder,20240801,20991231,,1076428,Fracture of bone of thorax,SNOMED,Condition,Disorder,,S
"1343575007",1076439,Imaging of skeletal system,SNOMED,Procedure,Procedure,20240801,20991231,,1076439,Imaging of skeletal system,SNOMED,Procedure,Procedure,,S
"134451006",4047095,Varicella-zoster antibody level,SNOMED,Measurement,Procedure,20020131,20991231,,4047095,Varicella-zoster antibody level,SNOMED,Measurement,Procedure,,S
"1344647007",1074526,Plain X-ray of clavicular region,SNOMED,Procedure,Procedure,20240801,20991231,,1074526,Plain X-ray of clavicular region,SNOMED,Procedure,Procedure,,S
"1344996000",1447507,Cannulation or catheterization,SNOMED,Procedure,Procedure,20241101,20991231,,1447507,Cannulation or catheterization,SNOMED,Procedure,Procedure,,S
"1344997009",1447508,Cannula or catheter procedure,SNOMED,Procedure,Procedure,20241101,20991231,,1447508,Cannula or catheter procedure,SNOMED,Procedure,Procedure,,S
"13457-7",3028288,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,LOINC,Measurement,Lab Test,19700101,20991231,,3028288,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,LOINC,Measurement,Lab Test,,S
"13458-5",3009596,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,LOINC,Measurement,Lab Test,19700101,20991231,,3009596,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,LOINC,Measurement,Lab Test,,S
"1348332002",1447654,Cytopathology procedure,SNOMED,Procedure,Procedure,20241001,20991231,,1447654,Cytopathology procedure,SNOMED,Procedure,Procedure,,S
"1351734003",1449283,Humidifier,SNOMED,Device,Physical Object,20250101,20991231,,1449283,Humidifier,SNOMED,Device,Physical Object,,S
"13569004",4028665,Transfusion of plasma,SNOMED,Procedure,Procedure,20020131,20991231,,4028665,Transfusion of plasma,SNOMED,Procedure,Procedure,,S
"13577000",4028667,Nut,SNOMED,Observation,Substance,20020131,20991231,,4028667,Nut,SNOMED,Observation,Substance,,S
"1358762",42902167,ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,20121203,20991231,,42902167,ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"1359130",42902242,ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,20121203,20991231,,42902242,ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"1359131",42902243,ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,20121203,20991231,,42902243,ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"1359132",42902244,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral...,RxNorm,Drug,Clinical Pack,20121203,20991231,,42902244,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral...,RxNorm,Drug,Clinical Pack,,S
"1359133",42902245,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral...,RxNorm,Drug,Branded Pack,20121203,20991231,,42902245,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral...,RxNorm,Drug,Branded Pack,,S
