0	synthea	1.6.5	2019-03-12	\N	\N	1120
700	920334	\N	\N	\N	\N	9
700	957138	\N	\N	\N	\N	8
700	964261	\N	\N	\N	\N	7
700	1115171	\N	\N	\N	\N	208
700	1127078	\N	\N	\N	\N	88
700	1127433	\N	\N	\N	\N	489
700	1150771	\N	\N	\N	\N	12
700	1150837	\N	\N	\N	\N	8
700	1154615	\N	\N	\N	\N	55
700	1310034	\N	\N	\N	\N	14
700	1332419	\N	\N	\N	\N	57
700	1351705	\N	\N	\N	\N	19
700	1378388	\N	\N	\N	\N	6
700	1519937	\N	\N	\N	\N	83
700	1539411	\N	\N	\N	\N	59
700	1539464	\N	\N	\N	\N	109
700	1545959	\N	\N	\N	\N	23
700	1551192	\N	\N	\N	\N	23
700	1594382	\N	\N	\N	\N	88
700	1713671	\N	\N	\N	\N	227
700	1718701	\N	\N	\N	\N	23
700	1718758	\N	\N	\N	\N	19
700	19008572	\N	\N	\N	\N	20
700	19009384	\N	\N	\N	\N	25
700	19018935	\N	\N	\N	\N	41
700	19019308	\N	\N	\N	\N	10
700	19019979	\N	\N	\N	\N	88
700	19059056	\N	\N	\N	\N	12
700	19073183	\N	\N	\N	\N	71
700	19073188	\N	\N	\N	\N	26
700	19074679	\N	\N	\N	\N	11
700	19075001	\N	\N	\N	\N	27
700	19075601	\N	\N	\N	\N	89
700	19077572	\N	\N	\N	\N	18
700	19078461	\N	\N	\N	\N	157
700	19081453	\N	\N	\N	\N	297
700	19081456	\N	\N	\N	\N	22
700	19112599	\N	\N	\N	\N	23
700	19115351	\N	\N	\N	\N	11
700	19125062	\N	\N	\N	\N	27
700	19126352	\N	\N	\N	\N	74
700	19127904	\N	\N	\N	\N	43
700	19127918	\N	\N	\N	\N	30
700	19127922	\N	\N	\N	\N	110
700	19128009	\N	\N	\N	\N	47
700	19128022	\N	\N	\N	\N	13
700	19128263	\N	\N	\N	\N	40
700	19129144	\N	\N	\N	\N	132
700	19132304	\N	\N	\N	\N	80
700	19133679	\N	\N	\N	\N	99
700	19133768	\N	\N	\N	\N	28
700	19133873	\N	\N	\N	\N	66
700	19133905	\N	\N	\N	\N	83
700	35603924	\N	\N	\N	\N	18
700	35604087	\N	\N	\N	\N	9
700	40162522	\N	\N	\N	\N	33
700	40163554	\N	\N	\N	\N	41
700	40163924	\N	\N	\N	\N	59
700	40165015	\N	\N	\N	\N	41
700	40166274	\N	\N	\N	\N	9
700	40166825	\N	\N	\N	\N	8
700	40169216	\N	\N	\N	\N	55
700	40169222	\N	\N	\N	\N	12
700	40169281	\N	\N	\N	\N	30
700	40171902	\N	\N	\N	\N	39
700	40173590	\N	\N	\N	\N	39
700	40213154	\N	\N	\N	\N	1107
700	40213160	\N	\N	\N	\N	171
700	40213180	\N	\N	\N	\N	282
700	40213183	\N	\N	\N	\N	157
700	40213198	\N	\N	\N	\N	242
700	40213201	\N	\N	\N	\N	90
700	40213216	\N	\N	\N	\N	121
700	40213227	\N	\N	\N	\N	785
700	40213230	\N	\N	\N	\N	117
700	40213251	\N	\N	\N	\N	154
700	40213260	\N	\N	\N	\N	142
700	40213281	\N	\N	\N	\N	163
700	40213296	\N	\N	\N	\N	183
700	40213299	\N	\N	\N	\N	125
700	40213304	\N	\N	\N	\N	129
700	40213306	\N	\N	\N	\N	150
700	40213314	\N	\N	\N	\N	130
700	40213320	\N	\N	\N	\N	147
700	40220871	\N	\N	\N	\N	18
700	40220960	\N	\N	\N	\N	43
700	40221415	\N	\N	\N	\N	34
700	40222846	\N	\N	\N	\N	8
700	40223821	\N	\N	\N	\N	35
700	40224132	\N	\N	\N	\N	36
700	40224805	\N	\N	\N	\N	65
700	40228230	\N	\N	\N	\N	8
700	40229134	\N	\N	\N	\N	110
700	40231925	\N	\N	\N	\N	51
700	40232448	\N	\N	\N	\N	29
700	40236824	\N	\N	\N	\N	39
700	40243436	\N	\N	\N	\N	15
700	42898298	\N	\N	\N	\N	18
700	42902245	\N	\N	\N	\N	11
700	43012433	\N	\N	\N	\N	38
700	44816277	\N	\N	\N	\N	32
700	46221626	\N	\N	\N	\N	12
700	46275916	\N	\N	\N	\N	15
701	40213154	\N	\N	\N	\N	7922
701	40213251	\N	\N	\N	\N	226
701	1545959	\N	\N	\N	\N	23
701	1154615	\N	\N	\N	\N	55
701	19127904	\N	\N	\N	\N	51
701	1718701	\N	\N	\N	\N	117
701	40163554	\N	\N	\N	\N	41
701	40213306	\N	\N	\N	\N	179
701	964261	\N	\N	\N	\N	7
701	40165015	\N	\N	\N	\N	42
701	44816277	\N	\N	\N	\N	36
701	40213198	\N	\N	\N	\N	612
701	40220960	\N	\N	\N	\N	55
701	19074679	\N	\N	\N	\N	15
701	40213227	\N	\N	\N	\N	821
701	19009384	\N	\N	\N	\N	25
701	19128009	\N	\N	\N	\N	61
701	40166274	\N	\N	\N	\N	9
701	40224132	\N	\N	\N	\N	39
701	40163924	\N	\N	\N	\N	59
701	40169281	\N	\N	\N	\N	30
701	40213160	\N	\N	\N	\N	479
701	40213230	\N	\N	\N	\N	117
701	43012754	\N	\N	\N	\N	6
701	1150837	\N	\N	\N	\N	8
701	19129144	\N	\N	\N	\N	194
701	19081453	\N	\N	\N	\N	297
701	1310034	\N	\N	\N	\N	15
701	40213314	\N	\N	\N	\N	363
701	19115351	\N	\N	\N	\N	14
701	19059056	\N	\N	\N	\N	16
701	1351705	\N	\N	\N	\N	19
701	46221626	\N	\N	\N	\N	13
701	1539464	\N	\N	\N	\N	1869
701	35606289	\N	\N	\N	\N	122
701	35604087	\N	\N	\N	\N	278
701	957138	\N	\N	\N	\N	8
701	19019979	\N	\N	\N	\N	120
701	920300	\N	\N	\N	\N	50
701	40171902	\N	\N	\N	\N	39
701	40222846	\N	\N	\N	\N	8
701	40162522	\N	\N	\N	\N	34
701	19078461	\N	\N	\N	\N	165
701	19112599	\N	\N	\N	\N	23
701	1713671	\N	\N	\N	\N	263
701	19127918	\N	\N	\N	\N	36
701	19128022	\N	\N	\N	\N	22
701	1127433	\N	\N	\N	\N	622
701	1150771	\N	\N	\N	\N	12
701	1519937	\N	\N	\N	\N	106
701	40236824	\N	\N	\N	\N	50
701	19133768	\N	\N	\N	\N	28
701	40213296	\N	\N	\N	\N	319
701	40228230	\N	\N	\N	\N	8
701	40232448	\N	\N	\N	\N	29
701	40169222	\N	\N	\N	\N	20
701	40229134	\N	\N	\N	\N	114
701	19073188	\N	\N	\N	\N	27
701	42898298	\N	\N	\N	\N	98
701	40213183	\N	\N	\N	\N	230
701	1115171	\N	\N	\N	\N	230
701	43012433	\N	\N	\N	\N	41
701	46275916	\N	\N	\N	\N	16
701	40213281	\N	\N	\N	\N	572
701	19077572	\N	\N	\N	\N	18
701	40221415	\N	\N	\N	\N	39
701	1332419	\N	\N	\N	\N	57
701	40213201	\N	\N	\N	\N	90
701	19126352	\N	\N	\N	\N	77
701	1539411	\N	\N	\N	\N	59
701	40220871	\N	\N	\N	\N	18
701	19127922	\N	\N	\N	\N	146
701	19073183	\N	\N	\N	\N	97
701	19081456	\N	\N	\N	\N	22
701	19075001	\N	\N	\N	\N	29
701	42902245	\N	\N	\N	\N	11
701	35605482	\N	\N	\N	\N	6
701	19132304	\N	\N	\N	\N	103
701	1718758	\N	\N	\N	\N	19
701	19133905	\N	\N	\N	\N	85
701	920334	\N	\N	\N	\N	9
701	40213320	\N	\N	\N	\N	378
701	40223821	\N	\N	\N	\N	35
701	40173590	\N	\N	\N	\N	39
701	40213299	\N	\N	\N	\N	227
701	1127078	\N	\N	\N	\N	112
701	19133873	\N	\N	\N	\N	77
701	19133679	\N	\N	\N	\N	132
701	19019308	\N	\N	\N	\N	10
701	19125062	\N	\N	\N	\N	27
701	19008572	\N	\N	\N	\N	23
701	40213216	\N	\N	\N	\N	238
701	40213304	\N	\N	\N	\N	361
701	40213260	\N	\N	\N	\N	263
701	19018935	\N	\N	\N	\N	41
701	1594382	\N	\N	\N	\N	88
701	19075601	\N	\N	\N	\N	107
701	40166825	\N	\N	\N	\N	8
701	40243436	\N	\N	\N	\N	16
701	40224805	\N	\N	\N	\N	79
701	40213180	\N	\N	\N	\N	402
701	40231925	\N	\N	\N	\N	126
701	40169216	\N	\N	\N	\N	55
701	1551192	\N	\N	\N	\N	25
701	1378388	\N	\N	\N	\N	156
701	19128263	\N	\N	\N	\N	47
701	19019273	\N	\N	\N	\N	6
701	35603924	\N	\N	\N	\N	18
702	1127433	200903	\N	\N	\N	6
702	1127433	200906	\N	\N	\N	6
702	1127433	200908	\N	\N	\N	6
702	1127433	200911	\N	\N	\N	7
702	1127433	201001	\N	\N	\N	6
702	1127433	201006	\N	\N	\N	6
702	1127433	201102	\N	\N	\N	6
702	1127433	201105	\N	\N	\N	7
702	1127433	201107	\N	\N	\N	8
702	1127433	201110	\N	\N	\N	6
702	1127433	201212	\N	\N	\N	7
702	1127433	201301	\N	\N	\N	12
702	1127433	201308	\N	\N	\N	6
702	1127433	201311	\N	\N	\N	7
702	1127433	201312	\N	\N	\N	7
702	1127433	201401	\N	\N	\N	6
702	1127433	201407	\N	\N	\N	9
702	1127433	201410	\N	\N	\N	6
702	1127433	201411	\N	\N	\N	6
702	1127433	201501	\N	\N	\N	10
702	1127433	201502	\N	\N	\N	6
702	1127433	201505	\N	\N	\N	8
702	1127433	201602	\N	\N	\N	6
702	1127433	201606	\N	\N	\N	6
702	1127433	201607	\N	\N	\N	6
702	1127433	201608	\N	\N	\N	7
702	1127433	201609	\N	\N	\N	6
702	1127433	201610	\N	\N	\N	6
702	1127433	201701	\N	\N	\N	6
702	1127433	201705	\N	\N	\N	8
702	1127433	201707	\N	\N	\N	6
702	1127433	201708	\N	\N	\N	7
702	1127433	201710	\N	\N	\N	10
702	1127433	201803	\N	\N	\N	9
702	1127433	201805	\N	\N	\N	6
702	1127433	201807	\N	\N	\N	6
702	1127433	201812	\N	\N	\N	7
702	1539464	199602	\N	\N	\N	6
702	1539464	199702	\N	\N	\N	7
702	1539464	199802	\N	\N	\N	7
702	1539464	199902	\N	\N	\N	6
702	1539464	200002	\N	\N	\N	8
702	1539464	200006	\N	\N	\N	6
702	1539464	200102	\N	\N	\N	8
702	1539464	200106	\N	\N	\N	7
702	1539464	200202	\N	\N	\N	9
702	1539464	200206	\N	\N	\N	7
702	1539464	200209	\N	\N	\N	6
702	1539464	200210	\N	\N	\N	6
702	1539464	200302	\N	\N	\N	10
702	1539464	200306	\N	\N	\N	9
702	1539464	200309	\N	\N	\N	7
702	1539464	200310	\N	\N	\N	6
702	1539464	200402	\N	\N	\N	10
702	1539464	200406	\N	\N	\N	9
702	1539464	200409	\N	\N	\N	7
702	1539464	200410	\N	\N	\N	6
702	1539464	200502	\N	\N	\N	10
702	1539464	200505	\N	\N	\N	6
702	1539464	200506	\N	\N	\N	9
702	1539464	200509	\N	\N	\N	7
702	1539464	200510	\N	\N	\N	6
702	1539464	200602	\N	\N	\N	10
702	1539464	200605	\N	\N	\N	6
702	1539464	200606	\N	\N	\N	9
702	1539464	200609	\N	\N	\N	6
702	1539464	200610	\N	\N	\N	6
702	1539464	200612	\N	\N	\N	6
702	1539464	200702	\N	\N	\N	10
702	1539464	200705	\N	\N	\N	7
702	1539464	200706	\N	\N	\N	9
702	1539464	200708	\N	\N	\N	6
702	1539464	200709	\N	\N	\N	6
702	1539464	200710	\N	\N	\N	6
702	1539464	200712	\N	\N	\N	6
702	1539464	200802	\N	\N	\N	10
702	1539464	200805	\N	\N	\N	7
702	1539464	200806	\N	\N	\N	9
702	1539464	200808	\N	\N	\N	6
702	1539464	200809	\N	\N	\N	6
702	1539464	200810	\N	\N	\N	6
702	1539464	200812	\N	\N	\N	6
702	1539464	200902	\N	\N	\N	10
702	1539464	200905	\N	\N	\N	7
702	1539464	200906	\N	\N	\N	9
702	1539464	200908	\N	\N	\N	7
702	1539464	200909	\N	\N	\N	6
702	1539464	200910	\N	\N	\N	6
702	1539464	201002	\N	\N	\N	9
702	1539464	201005	\N	\N	\N	7
702	1539464	201006	\N	\N	\N	9
702	1539464	201008	\N	\N	\N	7
702	1539464	201009	\N	\N	\N	6
702	1539464	201010	\N	\N	\N	6
702	1539464	201102	\N	\N	\N	9
702	1539464	201105	\N	\N	\N	7
702	1539464	201106	\N	\N	\N	9
702	1539464	201108	\N	\N	\N	8
702	1539464	201109	\N	\N	\N	6
702	1539464	201110	\N	\N	\N	6
702	1539464	201112	\N	\N	\N	6
702	1539464	201201	\N	\N	\N	8
702	1539464	201202	\N	\N	\N	9
702	1539464	201205	\N	\N	\N	8
702	1539464	201206	\N	\N	\N	10
702	1539464	201208	\N	\N	\N	8
702	1539464	201209	\N	\N	\N	8
702	1539464	201212	\N	\N	\N	6
702	1539464	201301	\N	\N	\N	8
702	1539464	201302	\N	\N	\N	9
702	1539464	201305	\N	\N	\N	8
702	1539464	201306	\N	\N	\N	10
702	1539464	201308	\N	\N	\N	8
702	1539464	201309	\N	\N	\N	8
702	1539464	201312	\N	\N	\N	6
702	1539464	201401	\N	\N	\N	9
702	1539464	201402	\N	\N	\N	9
702	1539464	201405	\N	\N	\N	7
702	1539464	201406	\N	\N	\N	12
702	1539464	201408	\N	\N	\N	7
702	1539464	201409	\N	\N	\N	8
702	1539464	201412	\N	\N	\N	6
702	1539464	201501	\N	\N	\N	9
702	1539464	201502	\N	\N	\N	10
702	1539464	201505	\N	\N	\N	8
702	1539464	201506	\N	\N	\N	12
702	1539464	201508	\N	\N	\N	8
702	1539464	201509	\N	\N	\N	8
702	1539464	201512	\N	\N	\N	6
702	1539464	201601	\N	\N	\N	10
702	1539464	201602	\N	\N	\N	10
702	1539464	201605	\N	\N	\N	10
702	1539464	201606	\N	\N	\N	11
702	1539464	201608	\N	\N	\N	7
702	1539464	201609	\N	\N	\N	9
702	1539464	201611	\N	\N	\N	6
702	1539464	201612	\N	\N	\N	6
702	1539464	201701	\N	\N	\N	9
702	1539464	201702	\N	\N	\N	9
702	1539464	201705	\N	\N	\N	11
702	1539464	201706	\N	\N	\N	11
702	1539464	201708	\N	\N	\N	7
702	1539464	201709	\N	\N	\N	8
702	1539464	201711	\N	\N	\N	7
702	1539464	201712	\N	\N	\N	7
702	1539464	201801	\N	\N	\N	9
702	1539464	201802	\N	\N	\N	9
702	1539464	201805	\N	\N	\N	10
702	1539464	201806	\N	\N	\N	11
702	1539464	201808	\N	\N	\N	8
702	1539464	201809	\N	\N	\N	8
702	1539464	201810	\N	\N	\N	6
702	1539464	201811	\N	\N	\N	7
702	1539464	201812	\N	\N	\N	7
702	1713671	201408	\N	\N	\N	6
702	1713671	201503	\N	\N	\N	6
702	1713671	201603	\N	\N	\N	6
702	1713671	201611	\N	\N	\N	7
702	40213154	198608	\N	\N	\N	6
702	40213154	199003	\N	\N	\N	6
702	40213154	199603	\N	\N	\N	7
702	40213154	199803	\N	\N	\N	6
702	40213154	200005	\N	\N	\N	7
702	40213154	200205	\N	\N	\N	7
702	40213154	200410	\N	\N	\N	7
702	40213154	200506	\N	\N	\N	6
702	40213154	200510	\N	\N	\N	6
702	40213154	200607	\N	\N	\N	6
702	40213154	200711	\N	\N	\N	7
702	40213154	200811	\N	\N	\N	8
702	40213154	200901	\N	\N	\N	29
702	40213154	200902	\N	\N	\N	51
702	40213154	200903	\N	\N	\N	64
702	40213154	200904	\N	\N	\N	50
702	40213154	200905	\N	\N	\N	57
702	40213154	200906	\N	\N	\N	46
702	40213154	200907	\N	\N	\N	53
702	40213154	200908	\N	\N	\N	65
702	40213154	200909	\N	\N	\N	47
702	40213154	200910	\N	\N	\N	66
702	40213154	200911	\N	\N	\N	63
702	40213154	200912	\N	\N	\N	66
702	40213154	201001	\N	\N	\N	44
702	40213154	201002	\N	\N	\N	38
702	40213154	201003	\N	\N	\N	65
702	40213154	201004	\N	\N	\N	57
702	40213154	201005	\N	\N	\N	59
702	40213154	201006	\N	\N	\N	47
702	40213154	201007	\N	\N	\N	58
702	40213154	201008	\N	\N	\N	50
702	40213154	201009	\N	\N	\N	52
702	40213154	201010	\N	\N	\N	68
702	40213154	201011	\N	\N	\N	58
702	40213154	201012	\N	\N	\N	67
702	40213154	201101	\N	\N	\N	59
702	40213154	201102	\N	\N	\N	44
702	40213154	201103	\N	\N	\N	53
702	40213154	201104	\N	\N	\N	66
702	40213154	201105	\N	\N	\N	63
702	40213154	201106	\N	\N	\N	49
702	40213154	201107	\N	\N	\N	46
702	40213154	201108	\N	\N	\N	67
702	40213154	201109	\N	\N	\N	55
702	40213154	201110	\N	\N	\N	66
702	40213154	201111	\N	\N	\N	59
702	40213154	201112	\N	\N	\N	70
702	40213154	201201	\N	\N	\N	53
702	40213154	201202	\N	\N	\N	41
702	40213154	201203	\N	\N	\N	54
702	40213154	201204	\N	\N	\N	65
702	40213154	201205	\N	\N	\N	65
702	40213154	201206	\N	\N	\N	51
702	40213154	201207	\N	\N	\N	47
702	40213154	201208	\N	\N	\N	71
702	40213154	201209	\N	\N	\N	51
702	40213154	201210	\N	\N	\N	64
702	40213154	201211	\N	\N	\N	67
702	40213154	201212	\N	\N	\N	70
702	40213154	201301	\N	\N	\N	64
702	40213154	201302	\N	\N	\N	40
702	40213154	201303	\N	\N	\N	49
702	40213154	201304	\N	\N	\N	65
702	40213154	201305	\N	\N	\N	59
702	40213154	201306	\N	\N	\N	51
702	40213154	201307	\N	\N	\N	55
702	40213154	201308	\N	\N	\N	64
702	40213154	201309	\N	\N	\N	55
702	40213154	201310	\N	\N	\N	62
702	40213154	201311	\N	\N	\N	53
702	40213154	201312	\N	\N	\N	75
702	40213154	201401	\N	\N	\N	62
702	40213154	201402	\N	\N	\N	50
702	40213154	201403	\N	\N	\N	51
702	40213154	201404	\N	\N	\N	52
702	40213154	201405	\N	\N	\N	75
702	40213154	201406	\N	\N	\N	60
702	40213154	201407	\N	\N	\N	51
702	40213154	201408	\N	\N	\N	69
702	40213154	201409	\N	\N	\N	60
702	40213154	201410	\N	\N	\N	61
702	40213154	201411	\N	\N	\N	63
702	40213154	201412	\N	\N	\N	78
702	40213154	201501	\N	\N	\N	55
702	40213154	201502	\N	\N	\N	47
702	40213154	201503	\N	\N	\N	48
702	40213154	201504	\N	\N	\N	52
702	40213154	201505	\N	\N	\N	64
702	40213154	201506	\N	\N	\N	57
702	40213154	201507	\N	\N	\N	45
702	40213154	201508	\N	\N	\N	74
702	40213154	201509	\N	\N	\N	64
702	40213154	201510	\N	\N	\N	60
702	40213154	201511	\N	\N	\N	59
702	40213154	201512	\N	\N	\N	70
702	40213154	201601	\N	\N	\N	74
702	40213154	201602	\N	\N	\N	53
702	40213154	201603	\N	\N	\N	53
702	40213154	201604	\N	\N	\N	52
702	40213154	201605	\N	\N	\N	71
702	40213154	201606	\N	\N	\N	58
702	40213154	201607	\N	\N	\N	58
702	40213154	201608	\N	\N	\N	59
702	40213154	201609	\N	\N	\N	62
702	40213154	201610	\N	\N	\N	67
702	40213154	201611	\N	\N	\N	54
702	40213154	201612	\N	\N	\N	78
702	40213154	201701	\N	\N	\N	66
702	40213154	201702	\N	\N	\N	56
702	40213154	201703	\N	\N	\N	56
702	40213154	201704	\N	\N	\N	45
702	40213154	201705	\N	\N	\N	73
702	40213154	201706	\N	\N	\N	48
702	40213154	201707	\N	\N	\N	59
702	40213154	201708	\N	\N	\N	62
702	40213154	201709	\N	\N	\N	76
702	40213154	201710	\N	\N	\N	56
702	40213154	201711	\N	\N	\N	49
702	40213154	201712	\N	\N	\N	79
702	40213154	201801	\N	\N	\N	62
702	40213154	201802	\N	\N	\N	59
702	40213154	201803	\N	\N	\N	58
702	40213154	201804	\N	\N	\N	46
702	40213154	201805	\N	\N	\N	62
702	40213154	201806	\N	\N	\N	52
702	40213154	201807	\N	\N	\N	57
702	40213154	201808	\N	\N	\N	62
702	40213154	201809	\N	\N	\N	62
702	40213154	201810	\N	\N	\N	59
702	40213154	201811	\N	\N	\N	55
702	40213154	201812	\N	\N	\N	86
702	40213154	201901	\N	\N	\N	18
702	40213160	200904	\N	\N	\N	7
702	40213160	200910	\N	\N	\N	7
702	40213160	201009	\N	\N	\N	6
702	40213160	201011	\N	\N	\N	8
702	40213160	201012	\N	\N	\N	6
702	40213160	201101	\N	\N	\N	6
702	40213160	201105	\N	\N	\N	7
702	40213160	201110	\N	\N	\N	8
702	40213160	201111	\N	\N	\N	7
702	40213160	201201	\N	\N	\N	7
702	40213160	201203	\N	\N	\N	7
702	40213160	201204	\N	\N	\N	6
702	40213160	201206	\N	\N	\N	6
702	40213160	201208	\N	\N	\N	6
702	40213160	201406	\N	\N	\N	6
702	40213160	201407	\N	\N	\N	7
702	40213160	201503	\N	\N	\N	7
702	40213160	201601	\N	\N	\N	6
702	40213160	201604	\N	\N	\N	6
702	40213160	201605	\N	\N	\N	8
702	40213160	201606	\N	\N	\N	6
702	40213160	201610	\N	\N	\N	6
702	40213160	201810	\N	\N	\N	6
702	40213180	200904	\N	\N	\N	7
702	40213180	200911	\N	\N	\N	7
702	40213180	200912	\N	\N	\N	6
702	40213180	201006	\N	\N	\N	6
702	40213180	201102	\N	\N	\N	6
702	40213180	201108	\N	\N	\N	7
702	40213180	201109	\N	\N	\N	8
702	40213180	201205	\N	\N	\N	6
702	40213180	201301	\N	\N	\N	8
702	40213180	201305	\N	\N	\N	6
702	40213180	201310	\N	\N	\N	7
702	40213180	201402	\N	\N	\N	7
702	40213180	201405	\N	\N	\N	6
702	40213180	201409	\N	\N	\N	6
702	40213180	201501	\N	\N	\N	6
702	40213180	201708	\N	\N	\N	6
702	40213180	201712	\N	\N	\N	7
702	40213183	201111	\N	\N	\N	7
702	40213183	201612	\N	\N	\N	6
702	40213198	201001	\N	\N	\N	7
702	40213198	201002	\N	\N	\N	10
702	40213198	201003	\N	\N	\N	12
702	40213198	201004	\N	\N	\N	10
702	40213198	201005	\N	\N	\N	17
702	40213198	201006	\N	\N	\N	9
702	40213198	201007	\N	\N	\N	13
702	40213198	201008	\N	\N	\N	11
702	40213198	201009	\N	\N	\N	14
702	40213198	201010	\N	\N	\N	16
702	40213198	201011	\N	\N	\N	15
702	40213198	201012	\N	\N	\N	15
702	40213198	201101	\N	\N	\N	7
702	40213198	201102	\N	\N	\N	8
702	40213198	201103	\N	\N	\N	8
702	40213198	201105	\N	\N	\N	12
702	40213198	201106	\N	\N	\N	7
702	40213198	201108	\N	\N	\N	6
702	40213198	201110	\N	\N	\N	9
702	40213198	201111	\N	\N	\N	10
702	40213198	201201	\N	\N	\N	7
702	40213198	201203	\N	\N	\N	6
702	40213198	201204	\N	\N	\N	8
702	40213198	201207	\N	\N	\N	7
702	40213198	201208	\N	\N	\N	8
702	40213198	201209	\N	\N	\N	8
702	40213198	201301	\N	\N	\N	8
702	40213198	201304	\N	\N	\N	6
702	40213198	201401	\N	\N	\N	7
702	40213198	201406	\N	\N	\N	6
702	40213198	201407	\N	\N	\N	7
702	40213198	201412	\N	\N	\N	9
702	40213198	201503	\N	\N	\N	6
702	40213198	201504	\N	\N	\N	7
702	40213198	201506	\N	\N	\N	7
702	40213198	201509	\N	\N	\N	6
702	40213198	201512	\N	\N	\N	7
702	40213198	201601	\N	\N	\N	7
702	40213198	201603	\N	\N	\N	7
702	40213198	201604	\N	\N	\N	6
702	40213198	201606	\N	\N	\N	7
702	40213198	201610	\N	\N	\N	7
702	40213198	201612	\N	\N	\N	7
702	40213198	201702	\N	\N	\N	6
702	40213198	201810	\N	\N	\N	6
702	40213198	201812	\N	\N	\N	6
702	40213216	201110	\N	\N	\N	6
702	40213216	201601	\N	\N	\N	6
702	40213227	200901	\N	\N	\N	6
702	40213227	200905	\N	\N	\N	6
702	40213227	200906	\N	\N	\N	7
702	40213227	200910	\N	\N	\N	9
702	40213227	200911	\N	\N	\N	12
702	40213227	200912	\N	\N	\N	7
702	40213227	201003	\N	\N	\N	6
702	40213227	201005	\N	\N	\N	9
702	40213227	201010	\N	\N	\N	12
702	40213227	201101	\N	\N	\N	8
702	40213227	201102	\N	\N	\N	10
702	40213227	201104	\N	\N	\N	7
702	40213227	201105	\N	\N	\N	10
702	40213227	201106	\N	\N	\N	8
702	40213227	201107	\N	\N	\N	6
702	40213227	201108	\N	\N	\N	11
702	40213227	201109	\N	\N	\N	8
702	40213227	201112	\N	\N	\N	6
702	40213227	201203	\N	\N	\N	8
702	40213227	201204	\N	\N	\N	7
702	40213227	201205	\N	\N	\N	10
702	40213227	201208	\N	\N	\N	6
702	40213227	201210	\N	\N	\N	8
702	40213227	201211	\N	\N	\N	7
702	40213227	201212	\N	\N	\N	9
702	40213227	201302	\N	\N	\N	6
702	40213227	201303	\N	\N	\N	10
702	40213227	201305	\N	\N	\N	6
702	40213227	201307	\N	\N	\N	6
702	40213227	201309	\N	\N	\N	8
702	40213227	201310	\N	\N	\N	8
702	40213227	201402	\N	\N	\N	7
702	40213227	201403	\N	\N	\N	9
702	40213227	201405	\N	\N	\N	6
702	40213227	201408	\N	\N	\N	6
702	40213227	201409	\N	\N	\N	6
702	40213227	201410	\N	\N	\N	8
702	40213227	201411	\N	\N	\N	6
702	40213227	201412	\N	\N	\N	7
702	40213227	201505	\N	\N	\N	6
702	40213227	201506	\N	\N	\N	7
702	40213227	201507	\N	\N	\N	8
702	40213227	201508	\N	\N	\N	16
702	40213227	201510	\N	\N	\N	7
702	40213227	201511	\N	\N	\N	7
702	40213227	201512	\N	\N	\N	9
702	40213227	201601	\N	\N	\N	9
702	40213227	201605	\N	\N	\N	10
702	40213227	201606	\N	\N	\N	7
702	40213227	201607	\N	\N	\N	9
702	40213227	201609	\N	\N	\N	8
702	40213227	201610	\N	\N	\N	9
702	40213227	201612	\N	\N	\N	13
702	40213227	201703	\N	\N	\N	10
702	40213227	201705	\N	\N	\N	11
702	40213227	201706	\N	\N	\N	6
702	40213227	201708	\N	\N	\N	9
702	40213227	201709	\N	\N	\N	9
702	40213227	201710	\N	\N	\N	7
702	40213227	201711	\N	\N	\N	7
702	40213227	201712	\N	\N	\N	11
702	40213227	201801	\N	\N	\N	8
702	40213227	201802	\N	\N	\N	8
702	40213227	201805	\N	\N	\N	6
702	40213227	201806	\N	\N	\N	6
702	40213227	201807	\N	\N	\N	7
702	40213227	201809	\N	\N	\N	7
702	40213227	201811	\N	\N	\N	9
702	40213227	201812	\N	\N	\N	10
702	40213230	200904	\N	\N	\N	7
702	40213251	201111	\N	\N	\N	7
702	40213251	201612	\N	\N	\N	6
702	40213260	201705	\N	\N	\N	6
702	40213281	200904	\N	\N	\N	7
702	40213281	200907	\N	\N	\N	6
702	40213281	200910	\N	\N	\N	7
702	40213281	201007	\N	\N	\N	7
702	40213281	201009	\N	\N	\N	7
702	40213281	201010	\N	\N	\N	7
702	40213281	201011	\N	\N	\N	8
702	40213281	201012	\N	\N	\N	6
702	40213281	201101	\N	\N	\N	6
702	40213281	201102	\N	\N	\N	6
702	40213281	201105	\N	\N	\N	8
702	40213281	201108	\N	\N	\N	7
702	40213281	201110	\N	\N	\N	10
702	40213281	201111	\N	\N	\N	8
702	40213281	201201	\N	\N	\N	10
702	40213281	201202	\N	\N	\N	8
702	40213281	201203	\N	\N	\N	8
702	40213281	201204	\N	\N	\N	6
702	40213281	201206	\N	\N	\N	6
702	40213281	201208	\N	\N	\N	6
702	40213281	201210	\N	\N	\N	6
702	40213281	201306	\N	\N	\N	7
702	40213281	201404	\N	\N	\N	7
702	40213281	201406	\N	\N	\N	7
702	40213281	201407	\N	\N	\N	7
702	40213281	201410	\N	\N	\N	6
702	40213281	201503	\N	\N	\N	10
702	40213281	201504	\N	\N	\N	7
702	40213281	201507	\N	\N	\N	6
702	40213281	201508	\N	\N	\N	7
702	40213281	201601	\N	\N	\N	7
702	40213281	201603	\N	\N	\N	7
702	40213281	201604	\N	\N	\N	7
